學年別,縣市別,國民小學總計計,國民小學總計男,國民小學總計女,國民小學國立計,國民小學國立男,國民小學國立女,國民小學直轄市立計,國民小學直轄市立男,國民小學直轄市立女,國民小學縣市立計,國民小學縣市立男,國民小學縣市立女,國民小學私立計,國民小學私立男,國民小學私立女,國民中學總計計,國民中學總計男,國民中學總計女,國民中學國立計,國民中學國立男,國民中學國立女,國民中學直轄市立計,國民中學直轄市立男,國民中學直轄市立女,國民中學縣市立計,國民中學縣市立男,國民中學縣市立女,國民中學私立計,國民中學私立男,國民中學私立女
101學年,臺北市,10883,2645,8238,101,19,82,10251,2534,7717,-,-,-,531,92,439,5626,1542,4084,-,-,-,5561,1514,4047,-,-,-,65,28,37
101學年,臺中市,11392,3260,8132,69,16,53,11103,3193,7910,-,-,-,220,51,169,6431,1942,4489,-,-,-,6431,1942,4489,-,-,-,-,-,-
101學年,臺南市,6871,2224,4647,141,36,105,6631,2171,4460,-,-,-,99,17,82,3833,1186,2647,-,-,-,3769,1155,2614,-,-,-,64,31,33
101學年,高雄市,10105,2996,7109,10,1,9,10034,2984,7050,-,-,-,61,11,50,6121,1875,4246,-,-,-,6114,1873,4241,-,-,-,7,2,5
101學年,宜蘭縣,2136,826,1310,-,-,-,-,-,-,2122,824,1298,14,2,12,1293,499,794,-,-,-,-,-,-,1293,499,794,-,-,-
101學年,桃園縣,8853,2481,6372,-,-,-,-,-,-,8793,2467,6326,60,14,46,5463,1660,3803,-,-,-,-,-,-,5456,1655,3801,7,5,2
101學年,新竹縣,2557,627,1930,-,-,-,-,-,-,2485,611,1874,72,16,56,1392,351,1041,-,-,-,-,-,-,1380,344,1036,12,7,5
101學年,苗栗縣,2847,948,1899,-,-,-,-,-,-,2847,948,1899,-,-,-,1312,437,875,-,-,-,-,-,-,1312,437,875,-,-,-
101學年,彰化縣,5311,1839,3472,-,-,-,-,-,-,5311,1839,3472,-,-,-,2898,1041,1857,-,-,-,-,-,-,2898,1041,1857,-,-,-
101學年,南投縣,2710,1101,1609,-,-,-,-,-,-,2656,1083,1573,54,18,36,1400,543,857,-,-,-,-,-,-,1369,530,839,31,13,18
101學年,雲林縣,3278,1228,2050,-,-,-,-,-,-,3218,1215,2003,60,13,47,1556,625,931,-,-,-,-,-,-,1365,544,821,191,81,110
101學年,嘉義縣,2534,1036,1498,-,-,-,-,-,-,2534,1036,1498,-,-,-,1055,376,679,-,-,-,-,-,-,1055,376,679,-,-,-
101學年,屏東縣,3776,1547,2229,48,8,40,-,-,-,3728,1539,2189,-,-,-,1791,723,1068,-,-,-,-,-,-,1721,696,1025,70,27,43
101學年,臺東縣,1463,594,869,76,17,59,-,-,-,1375,571,804,12,6,6,713,282,431,-,-,-,-,-,-,699,277,422,14,5,9
101學年,花蓮縣,1865,621,1244,55,18,37,-,-,-,1753,596,1157,57,7,50,979,385,594,-,-,-,-,-,-,979,385,594,-,-,-
101學年,澎湖縣,596,241,355,-,-,-,-,-,-,596,241,355,-,-,-,303,148,155,-,-,-,-,-,-,303,148,155,-,-,-
101學年,基隆市,1455,463,992,-,-,-,-,-,-,1399,454,945,56,9,47,768,226,542,-,-,-,-,-,-,768,226,542,-,-,-
101學年,新竹市,1939,278,1661,171,28,143,-,-,-,1709,244,1465,59,6,53,1042,242,800,-,-,-,-,-,-,1034,239,795,8,3,5
101學年,嘉義市,1152,304,848,56,15,41,-,-,-,1096,289,807,-,-,-,784,248,536,-,-,-,-,-,-,784,248,536,-,-,-
101學年,金門縣,367,133,234,-,-,-,-,-,-,367,133,234,-,-,-,182,85,97,-,-,-,-,-,-,182,85,97,-,-,-
101學年,連江縣,95,33,62,-,-,-,-,-,-,95,33,62,-,-,-,54,32,22,-,-,-,-,-,-,54,32,22,-,-,-
100學年,總計,98559,30233,68326,705,153,552,53812,15420,38392,42370,14355,28015,1672,305,1367,51200,16304,34896,-,-,-,28253,8350,19903,22413,7734,14679,534,220,314
100學年,新北市,15841,4398,11443,-,-,-,15536,4348,11188,-,-,-,305,50,255,6915,2019,4896,-,-,-,6839,1981,4858,-,-,-,76,38,38
100學年,臺北市,10871,2600,8271,99,20,79,10246,2492,7754,-,-,-,526,88,438,5538,1510,4028,-,-,-,5475,1492,3983,-,-,-,63,18,45
100學年,臺中市,11427,3320,8107,63,16,47,11110,3249,7861,-,-,-,254,55,199,6433,1947,4486,-,-,-,6421,1944,4477,-,-,-,12,3,9
100學年,臺南市,6928,2281,4647,146,38,108,6687,2228,4459,-,-,-,95,15,80,3731,1163,2568,-,-,-,3672,1134,2538,-,-,-,59,29,30
100學年,高雄市,10307,3115,7192,10,1,9,10233,3103,7130,-,-,-,64,11,53,5852,1800,4052,-,-,-,5846,1799,4047,-,-,-,6,1,5
100學年,宜蘭縣,2145,832,1313,-,-,-,-,-,-,2122,826,1296,23,6,17,1273,499,774,-,-,-,-,-,-,1273,499,774,-,-,-
100學年,桃園縣,8769,2487,6282,-,-,-,-,-,-,8721,2477,6244,48,10,38,5421,1625,3796,-,-,-,-,-,-,5421,1625,3796,-,-,-
100學年,新竹縣,2561,622,1939,-,-,-,-,-,-,2493,609,1884,68,13,55,1355,341,1014,-,-,-,-,-,-,1345,338,1007,10,3,7
100學年,苗栗縣,2792,943,1849,-,-,-,-,-,-,2792,943,1849,-,-,-,1271,440,831,-,-,-,-,-,-,1271,440,831,-,-,-
100學年,彰化縣,5386,1880,3506,-,-,-,-,-,-,5386,1880,3506,-,-,-,2896,1049,1847,-,-,-,-,-,-,2896,1049,1847,-,-,-
100學年,南投縣,2784,1136,1648,-,-,-,-,-,-,2731,1118,1613,53,18,35,1382,536,846,-,-,-,-,-,-,1350,523,827,32,13,19
100學年,雲林縣,3333,1265,2068,-,-,-,-,-,-,3280,1253,2027,53,12,41,1526,615,911,-,-,-,-,-,-,1340,534,806,186,81,105
100學年,嘉義縣,2548,1047,1501,-,-,-,-,-,-,2548,1047,1501,-,-,-,1050,375,675,-,-,-,-,-,-,1050,375,675,-,-,-
100學年,屏東縣,3849,1600,2249,44,8,36,-,-,-,3805,1592,2213,-,-,-,1788,719,1069,-,-,-,-,-,-,1720,693,1027,68,26,42
100學年,臺東縣,1492,607,885,72,17,55,-,-,-,1409,586,823,11,4,7,687,278,409,-,-,-,-,-,-,673,273,400,14,5,9
100學年,花蓮縣,1884,626,1258,55,17,38,-,-,-,1768,602,1166,61,7,54,969,389,580,-,-,-,-,-,-,969,389,580,-,-,-
100學年,澎湖縣,624,258,366,-,-,-,-,-,-,624,258,366,-,-,-,291,142,149,-,-,-,-,-,-,291,142,149,-,-,-
100學年,基隆市,1502,477,1025,-,-,-,-,-,-,1448,469,979,54,8,46,809,243,566,-,-,-,-,-,-,809,243,566,-,-,-
100學年,新竹市,1905,274,1631,160,24,136,-,-,-,1688,242,1446,57,8,49,1014,241,773,-,-,-,-,-,-,1006,238,768,8,3,5
100學年,嘉義市,1153,290,863,56,12,44,-,-,-,1097,278,819,-,-,-,776,259,517,-,-,-,-,-,-,776,259,517,-,-,-
100學年,金門縣,360,139,221,-,-,-,-,-,-,360,139,221,-,-,-,171,85,86,-,-,-,-,-,-,171,85,86,-,-,-
100學年,連江縣,98,36,62,-,-,-,-,-,-,98,36,62,-,-,-,52,29,23,-,-,-,-,-,-,52,29,23,-,-,-
99學年,總計,99562,30859,68703,709,155,554,15875,3982,11893,81313,26419,54894,1665,303,1362,51965,16582,35383,-,-,-,9005,2463,6542,42421,13884,28537,539,235,304
99學年,臺北市,11001,2623,8378,102,19,83,10373,2519,7854,-,-,-,526,85,441,5589,1519,4070,-,-,-,5534,1497,4037,-,-,-,55,22,33
99學年,高雄市,5555,1473,4082,10,1,9,5502,1463,4039,-,-,-,43,9,34,3482,971,2511,-,-,-,3471,966,2505,-,-,-,11,5,6
99學年,臺北縣,16113,4505,11608,-,-,-,-,-,-,15800,4450,11350,313,55,258,7081,2099,4982,-,-,-,-,-,-,7005,2061,4944,76,38,38
99學年,宜蘭縣,2183,856,1327,-,-,-,-,-,-,2171,854,1317,12,2,10,1311,514,797,-,-,-,-,-,-,1311,514,797,-,-,-
99學年,桃園縣,8807,2537,6270,-,-,-,-,-,-,8768,2528,6240,39,9,30,5307,1571,3736,-,-,-,-,-,-,5307,1571,3736,-,-,-
99學年,新竹縣,2559,650,1909,-,-,-,-,-,-,2482,637,1845,77,13,64,1353,335,1018,-,-,-,-,-,-,1346,332,1014,7,3,4
99學年,苗栗縣,2772,962,1810,-,-,-,-,-,-,2772,962,1810,-,-,-,1288,438,850,-,-,-,-,-,-,1288,438,850,-,-,-
99學年,臺中縣,6709,2321,4388,-,-,-,-,-,-,6656,2310,4346,53,11,42,4077,1322,2755,-,-,-,-,-,-,4077,1322,2755,-,-,-
99學年,彰化縣,5419,1911,3508,-,-,-,-,-,-,5419,1911,3508,-,-,-,2989,1102,1887,-,-,-,-,-,-,2989,1102,1887,-,-,-
99學年,南投縣,2829,1156,1673,-,-,-,-,-,-,2773,1138,1635,56,18,38,1412,552,860,-,-,-,-,-,-,1367,534,833,45,18,27
99學年,雲林縣,3404,1280,2124,-,-,-,-,-,-,3350,1266,2084,54,14,40,1546,632,914,-,-,-,-,-,-,1360,547,813,186,85,101
99學年,嘉義縣,2578,1083,1495,-,-,-,-,-,-,2578,1083,1495,-,-,-,1060,381,679,-,-,-,-,-,-,1060,381,679,-,-,-
99學年,臺南縣,4337,1592,2745,77,19,58,-,-,-,4260,1573,2687,-,-,-,2027,714,1313,-,-,-,-,-,-,1963,680,1283,64,34,30
99學年,高雄縣,4892,1687,3205,-,-,-,-,-,-,4868,1685,3183,24,2,22,2506,906,1600,-,-,-,-,-,-,2506,906,1600,-,-,-
99學年,屏東縣,3916,1637,2279,44,8,36,-,-,-,3872,1629,2243,-,-,-,1868,736,1132,-,-,-,-,-,-,1802,714,1088,66,22,44
99學年,臺東縣,1542,628,914,73,17,56,-,-,-,1459,607,852,10,4,6,710,281,429,-,-,-,-,-,-,699,278,421,11,3,8
99學年,花蓮縣,1928,656,1272,55,16,39,-,-,-,1816,632,1184,57,8,49,982,382,600,-,-,-,-,-,-,982,382,600,-,-,-
99學年,澎湖縣,626,263,363,-,-,-,-,-,-,626,263,363,-,-,-,293,140,153,-,-,-,-,-,-,293,140,153,-,-,-
99學年,基隆市,1539,489,1050,-,-,-,-,-,-,1487,483,1004,52,6,46,827,247,580,-,-,-,-,-,-,827,247,580,-,-,-
99學年,新竹市,1883,280,1603,158,28,130,-,-,-,1664,243,1421,61,9,52,1008,239,769,-,-,-,-,-,-,1002,237,765,6,2,4
99學年,臺中市,4673,1038,3635,64,15,49,-,-,-,4413,980,3433,196,43,153,2448,643,1805,-,-,-,-,-,-,2436,640,1796,12,3,9
99學年,嘉義市,1170,292,878,56,12,44,-,-,-,1114,280,834,-,-,-,767,253,514,-,-,-,-,-,-,767,253,514,-,-,-
99學年,臺南市,2690,763,1927,70,20,50,-,-,-,2528,728,1800,92,15,77,1805,487,1318,-,-,-,-,-,-,1805,487,1318,-,-,-
99學年,金門縣,341,141,200,-,-,-,-,-,-,341,141,200,-,-,-,178,89,89,-,-,-,-,-,-,178,89,89,-,-,-
99學年,連江縣,96,36,60,-,-,-,-,-,-,96,36,60,-,-,-,51,29,22,-,-,-,-,-,-,51,29,22,-,-,-
98學年,總計,99155,31089,68066,673,141,532,16104,4058,12046,80780,26594,54186,1598,296,1302,51899,16672,35227,-,-,-,9017,2493,6524,42314,13932,28382,568,247,321
98學年,臺北市,11137,2674,8463,98,16,82,10534,2577,7957,-,-,-,505,81,424,5579,1532,4047,-,-,-,5526,1510,4016,-,-,-,53,22,31
98學年,高雄市,5628,1491,4137,10,1,9,5570,1481,4089,-,-,-,48,9,39,3500,988,2512,-,-,-,3491,983,2508,-,-,-,9,5,4
98學年,臺北縣,14716,4305,10411,-,-,-,-,-,-,14462,4263,10199,254,42,212,7075,2047,5028,-,-,-,-,-,-,6999,2012,4987,76,35,41
98學年,宜蘭縣,2200,874,1326,-,-,-,-,-,-,2183,869,1314,17,5,12,1294,512,782,-,-,-,-,-,-,1294,512,782,-,-,-
98學年,桃園縣,8862,2558,6304,-,-,-,-,-,-,8830,2552,6278,32,6,26,5239,1570,3669,-,-,-,-,-,-,5239,1570,3669,-,-,-
98學年,新竹縣,2555,677,1878,-,-,-,-,-,-,2492,664,1828,63,13,50,1336,342,994,-,-,-,-,-,-,1329,339,990,7,3,4
98學年,苗栗縣,2780,983,1797,-,-,-,-,-,-,2780,983,1797,-,-,-,1267,432,835,-,-,-,-,-,-,1267,432,835,-,-,-
98學年,臺中縣,6843,2365,4478,-,-,-,-,-,-,6788,2353,4435,55,12,43,4000,1305,2695,-,-,-,-,-,-,4000,1305,2695,-,-,-
98學年,彰化縣,5477,1927,3550,-,-,-,-,-,-,5477,1927,3550,-,-,-,3105,1160,1945,-,-,-,-,-,-,3105,1160,1945,-,-,-
98學年,南投縣,2897,1188,1709,-,-,-,-,-,-,2836,1165,1671,61,23,38,1436,561,875,-,-,-,-,-,-,1362,531,831,74,30,44
98學年,雲林縣,3406,1300,2106,-,-,-,-,-,-,3352,1285,2067,54,15,39,1517,625,892,-,-,-,-,-,-,1334,543,791,183,82,101
98學年,嘉義縣,2618,1089,1529,-,-,-,-,-,-,2618,1089,1529,-,-,-,1041,375,666,-,-,-,-,-,-,1041,375,666,-,-,-
98學年,臺南縣,4441,1613,2828,71,16,55,-,-,-,4370,1597,2773,-,-,-,2018,726,1292,-,-,-,-,-,-,1955,691,1264,63,35,28
98學年,高雄縣,4960,1742,3218,-,-,-,-,-,-,4938,1740,3198,22,2,20,2491,892,1599,-,-,-,-,-,-,2491,892,1599,-,-,-
98學年,屏東縣,3983,1670,2313,43,8,35,-,-,-,3940,1662,2278,-,-,-,1993,793,1200,-,-,-,-,-,-,1927,772,1155,66,21,45
98學年,臺東縣,1582,647,935,71,19,52,-,-,-,1497,623,874,14,5,9,689,285,404,-,-,-,-,-,-,675,280,395,14,5,9
98學年,花蓮縣,1937,674,1263,55,16,39,-,-,-,1824,651,1173,58,7,51,1018,403,615,-,-,-,-,-,-,1018,403,615,-,-,-
98學年,澎湖縣,642,263,379,-,-,-,-,-,-,642,263,379,-,-,-,291,141,150,-,-,-,-,-,-,291,141,150,-,-,-
98學年,基隆市,1570,502,1068,-,-,-,-,-,-,1516,496,1020,54,6,48,840,253,587,-,-,-,-,-,-,840,253,587,-,-,-
98學年,新竹市,1868,258,1610,143,21,122,-,-,-,1654,224,1430,71,13,58,990,225,765,-,-,-,-,-,-,982,221,761,8,4,4
98學年,臺中市,4666,1041,3625,58,12,46,-,-,-,4409,987,3422,199,42,157,2406,646,1760,-,-,-,-,-,-,2391,641,1750,15,5,10
98學年,嘉義市,1196,298,898,55,12,43,-,-,-,1141,286,855,-,-,-,745,242,503,-,-,-,-,-,-,745,242,503,-,-,-
98學年,臺南市,2753,772,1981,69,20,49,-,-,-,2593,737,1856,91,15,76,1796,493,1303,-,-,-,-,-,-,1796,493,1303,-,-,-
98學年,金門縣,338,141,197,-,-,-,-,-,-,338,141,197,-,-,-,184,94,90,-,-,-,-,-,-,184,94,90,-,-,-
98學年,連江縣,100,37,63,-,-,-,-,-,-,100,37,63,-,-,-,49,30,19,-,-,-,-,-,-,49,30,19,-,-,-
97學年,總計,100206,31551,68655,679,144,535,16404,4111,12293,81558,27009,54549,1565,287,1278,51777,16693,35084,-,-,-,9005,2483,6522,42192,13946,28246,580,264,316
97學年,臺北市,11309,2707,8602,99,20,79,10716,2613,8103,-,-,-,494,74,420,5590,1534,4056,-,-,-,5537,1509,4028,-,-,-,53,25,28
97學年,高雄市,5744,1507,4237,10,1,9,5688,1498,4190,-,-,-,46,8,38,3476,978,2498,-,-,-,3468,974,2494,-,-,-,8,4,4
97學年,臺北縣,14849,4373,10476,-,-,-,-,-,-,14593,4331,10262,256,42,214,7256,2127,5129,-,-,-,-,-,-,7161,2084,5077,95,43,52
97學年,宜蘭縣,2238,891,1347,-,-,-,-,-,-,2223,886,1337,15,5,10,1297,516,781,-,-,-,-,-,-,1297,516,781,-,-,-
97學年,桃園縣,8897,2623,6274,-,-,-,-,-,-,8870,2618,6252,27,5,22,5174,1532,3642,-,-,-,-,-,-,5174,1532,3642,-,-,-
97學年,新竹縣,2508,664,1844,-,-,-,-,-,-,2456,656,1800,52,8,44,1299,331,968,-,-,-,-,-,-,1294,330,964,5,1,4
97學年,苗栗縣,2798,1005,1793,-,-,-,-,-,-,2798,1005,1793,-,-,-,1246,425,821,-,-,-,-,-,-,1246,425,821,-,-,-
97學年,臺中縣,6870,2408,4462,-,-,-,-,-,-,6815,2397,4418,55,11,44,3963,1302,2661,-,-,-,-,-,-,3963,1302,2661,-,-,-
97學年,彰化縣,5540,1963,3577,-,-,-,-,-,-,5540,1963,3577,-,-,-,3065,1146,1919,-,-,-,-,-,-,3065,1146,1919,-,-,-
97學年,南投縣,2934,1208,1726,-,-,-,-,-,-,2876,1186,1690,58,22,36,1426,558,868,-,-,-,-,-,-,1353,527,826,73,31,42
97學年,雲林縣,3474,1306,2168,-,-,-,-,-,-,3417,1288,2129,57,18,39,1481,613,868,-,-,-,-,-,-,1287,519,768,194,94,100
97學年,嘉義縣,2645,1081,1564,-,-,-,-,-,-,2645,1081,1564,-,-,-,1011,363,648,-,-,-,-,-,-,1011,363,648,-,-,-
97學年,臺南縣,4530,1650,2880,69,15,54,-,-,-,4461,1635,2826,-,-,-,2024,747,1277,-,-,-,-,-,-,1960,711,1249,64,36,28
97學年,高雄縣,5066,1779,3287,-,-,-,-,-,-,5030,1767,3263,36,12,24,2491,903,1588,-,-,-,-,-,-,2491,903,1588,-,-,-
97學年,屏東縣,4033,1696,2337,43,8,35,-,-,-,3990,1688,2302,-,-,-,1986,784,1202,-,-,-,-,-,-,1920,763,1157,66,21,45
97學年,臺東縣,1553,630,923,71,19,52,-,-,-,1482,611,871,-,-,-,671,278,393,-,-,-,-,-,-,671,278,393,-,-,-
97學年,花蓮縣,1963,695,1268,54,17,37,-,-,-,1851,670,1181,58,8,50,1015,399,616,-,-,-,-,-,-,1015,399,616,-,-,-
97學年,澎湖縣,616,259,357,-,-,-,-,-,-,616,259,357,-,-,-,286,147,139,-,-,-,-,-,-,286,147,139,-,-,-
97學年,基隆市,1644,521,1123,-,-,-,-,-,-,1589,517,1072,55,4,51,833,249,584,-,-,-,-,-,-,833,249,584,-,-,-
97學年,新竹市,1867,262,1605,144,22,122,-,-,-,1654,229,1425,69,11,58,952,217,735,-,-,-,-,-,-,943,214,729,9,3,6
97學年,臺中市,4734,1051,3683,65,12,53,-,-,-,4462,996,3466,207,43,164,2485,674,1811,-,-,-,-,-,-,2472,668,1804,13,6,7
97學年,嘉義市,1195,295,900,55,10,45,-,-,-,1140,285,855,-,-,-,723,241,482,-,-,-,-,-,-,723,241,482,-,-,-
97學年,臺南市,2780,804,1976,69,20,49,-,-,-,2631,768,1863,80,16,64,1803,503,1300,-,-,-,-,-,-,1803,503,1300,-,-,-
97學年,金門縣,323,139,184,-,-,-,-,-,-,323,139,184,-,-,-,175,95,80,-,-,-,-,-,-,175,95,80,-,-,-
97學年,連江縣,96,34,62,-,-,-,-,-,-,96,34,62,-,-,-,49,31,18,-,-,-,-,-,-,49,31,18,-,-,-
""
